Dacia,47.16882472,27.5408178
Columnei,47.16664993,27.54444591
Bicaz,47.16673,27.55097
Zimbru,47.16667032,27.55548744
Minerva,47.16328957,27.56429739
Familial,47.16218,27.56678
Pasaj ACB,47.16127,27.57337
Gară,47.16547388,27.57159892
Piața Unirii,47.165517,27.580742
Piața Independenței,47.16858,27.57917
Universitate,47.17539658,27.57179996
Triumf,47.18083625,27.56729122
George Coșbuc,47.1835,27.56494
Stadion,47.1856602,27.56313702
Copou,47.19043297,27.55920142
Muzeul Mihail Sadoveanu,47.1959979,27.55414613
Str. Podgoriilor,47.19733955,27.55084366
Liceul Agricol,47.19862824,27.5448744
Liceul Pedagogic,47.19969782,27.54175231
Seminarul Teologic,47.20077253,27.53819302
Stațiunea Viticolă,47.20262038,27.53503203
Breazu,47.2095358,27.53157064
