Piața Independenței ,47.16791686,27.58082524
Tg. Cucu,47.16472,27.59092
Muzeul Municipal „Regina Maria“,47.16136073,27.5935289
Palatul Culturii,47.15992259,27.58883861
Sala Polivalentă,47.15384709,27.58717431
Podu Roș (3),47.14976214,27.58595917
Pod Nicolina,47.14271786,27.58029878
Tudor Neculai,47.13921645,27.57835022
C.U.G. I,47.13338039,27.57205793
Biserica Înălțarea Domnului,47.12940211,27.56930244
Technopolis,47.12509431,27.5672372
Vama II,47.11949679,27.56445998
Oțelarie,47.11728001,27.56304473
Baza Nautică,47.11421352,27.56103921
Horpaz,47.11073906,27.55961061
Sere Ciurea,47.10561558,27.55964529
Lunca Cetățuii,47.10066568,27.55977365
Astoria,47.09718809,27.55900317
Blocuri Ciurea,47.09670078,27.56119183
