Tg. Cucu,47.16423879450819,27.590301632881168
Podu de Fier,47.166924,27.59466693
Spital Pascanu,47.16738562,27.59984963
Cimitirul Sf. Petru și Pavel,47.17306523,27.59897254
Telegondola 1,47.17849415,27.59806998
Complex Roua Residence,47.18019,27.59798
Telegondola 2,47.18108487,27.60285035
Ciric,47.17695346,27.60716432
Tătărași Sud,47.15657898973238,27.62358784675598
