Tătărași Sud,47.15626,27.62394
Flora,47.1589018,27.62050867
Dr. Savini,47.15995552,27.61459976
Tătărași Nord,47.161532456316415,27.608653306961063
Spitalul Sf. Maria,47.16015,27.61062
Citadin,47.15943,27.60053
Str. Conductelor,47.16453204,27.59615153
Podu de Fier,47.16616838,27.59501025
Tg. Cucu,47.16582,27.58935
Piața Independenței,47.16858,27.57917
Blocuri Păcurari,47.17088042,27.5711973
Petru Poni,47.173634,27.55908886
Moara 1 Mai,47.17452737,27.55045548
Cimitirul Evreiesc,47.17479809,27.54413761
OMV Păcurari,47.17352493,27.53737539
Păcurari,47.17308338,27.53370944
Popas Păcurari,47.17248777,27.52007878
Carrefour ERA,47.16744087,27.51373105
Brico Depot ERA,47.17005595,27.51286089
Str. 1 Decembrie V.Lupului,47.17386523,27.50669785
Troița V.Lupului,47.17519509,27.4988383
Antibiotice,47.17734056,27.48900063
Dedeman,47.18076197342723,27.473620176315308
METRO,47.18126696,27.46890753
