Podu Roș (2),47.15045422,27.58838401
Podu Roș (1),47.15093309,27.58930349
Țesătura,47.14908286,27.59473622
C.E.T.,47.14808990669184,27.60144889354706
Baza 3,47.14690568,27.60977175
C.F.S.,47.14615623449745,27.615358829498295
Piața Ing. Virgil Săhleanu,47.14560146,27.61883766
Fabrica de Ulei,47.14406312,27.62969582
Tehnoton,47.14327515,27.63578121
Țuțora,47.14334593,27.64348871
Somaco,47.14346916,27.6500505
Boromir,47.14185697,27.65831378
Caretta,47.13848954,27.66699587
Vinia,47.13596595,27.67333853
Facultativa,47.13449183,27.68308244
Blocuri Tomești,47.13254732,27.69102403
Tomești,47.13061103,27.69826012
