Dacia,47.16882472,27.5408178
Columnei,47.16664993,27.54444591
Bicaz,47.16673,27.55097
Zimbru,47.16667032,27.55548744
Minerva,47.16328957,27.56429739
Familial,47.16232167,27.56645931
Podul de Piatră,47.15670666219464,27.576107382774357
Pod Cantemir,47.153748,27.582645
Podu Roș (1),47.15093309,27.58930349
Țesătura,47.14908286,27.59473622
C.E.T.,47.14813003876583,27.601389884948734
Baza 3,47.14690568,27.60977175
C.F.S.,47.14604,27.61537
Piața Ing. Virgil Săhleanu,47.14563084725818,27.618840336799625
Fabrica de Ulei,47.14406312,27.62969582
Tehnoton,47.14327515,27.63578121
Țuțora,47.14335173,27.64319479
