['tram 13', '.104.txt', 0.4069767441860465]
['bus 43', '.1957.txt', 0.3286118980169972]
['bus 30', '.1992.txt', 0.36335403726708076]
['bus 42', '.1986.txt', 0.3884057971014493]
['bus 46', '.1993.txt', 0.3633879781420765]
['bus 30b', '.1992.txt', 0.3602941176470588]
['bus 28', '.1934.txt', 0.39080459770114945]
['bus 41', '.1095.txt', 0.43050847457627117]
['tram 8', '.121.txt', 0.38782051282051283]
['tram 7', '.459.txt', 0.3680203045685279]
['bus 20', '.2001.txt', 0.35876288659793815]
['bus 43c', '.1957.txt', 0.29314420803782504]
['tram 11', '.426.txt', 0.36893203883495146]
['tram 6', '.2205.txt', 0.43283582089552236]
['bus 5', '.2202.txt', 0.18981481481481483]
['tram 9', '.435.txt', 0.4606413994169096]
['bus 27', '.1090.txt', 0.33534743202416917]
['bus 29', '.1976.txt', 0.6842105263157895]
['bus 44', '.1926.txt', 0.3111111111111111]
['bus 48-SD', '.1925.txt', 0.32051282051282054]
['bus 49', '.1925.txt', 0.43103448275862066]
['tram 1', '.104.txt', 0.39933993399339934]
['bus 36', '.1946.txt', 0.3870967741935484]
['bus 50', '.1918.txt', 0.3632286995515695]
['bus 19', '.1989.txt', 0.3581081081081081]
['bus 52', '.1979.txt', 0.5365853658536586]
['bus 53', '.1925.txt', 0.35135135135135137]
['bus 23', '.1968.txt', 0.35714285714285715]
['bus 48', '.1925.txt', 0.41346153846153844]
['bus 47', '.1958.txt', 0.39939024390243905]
['bus 54', '.2020.txt', 0.18433179723502305]
['bus 3b', '.1094.txt', 0.652542372881356]
['tram 3', '.417.txt', 0.6890756302521008]
['bus 18', '.2022.txt', 0.5543478260869565]
