['tram 13', '.143.txt', 0.1877076411960133]
['bus 43', '.1982.txt', 0.11048158640226628]
['bus 30', '.1922.txt', 0.11490683229813664]
['bus 42', '.1978.txt', 0.14202898550724638]
['bus 46', '.1939.txt', 0.1448087431693989]
['bus 30b', '.1953.txt', 0.09803921568627451]
['bus 28', '.1949.txt', 0.12931034482758622]
['bus 41', '.1081.txt', 0.13898305084745763]
['tram 8', '.137.txt', 0.1891025641025641]
['tram 7', '.418.txt', 0.12690355329949238]
['bus 20', '.2004.txt', 0.10309278350515463]
['bus 43c', '.1939.txt', 0.10401891252955082]
['tram 11', '.456.txt', 0.15857605177993528]
['tram 6', '.403.txt', 0.16417910447761194]
['bus 5', '.*2217.txt', 0.06944444444444445]
['tram 9', '.439.txt', 0.14868804664723032]
['bus 27', '.1080.txt', 0.1299093655589124]
['bus 29', '.1972.txt', 0.21052631578947367]
['bus 44', '.1060.txt', 0.12222222222222222]
['bus 48-SD', '.1924.txt', 0.07051282051282051]
['bus 49', '.1924.txt', 0.13793103448275862]
['tram 1', '.143.txt', 0.18811881188118812]
['bus 36', '.1958.txt', 0.12609970674486803]
['bus 50', '.1924.txt', 0.04484304932735426]
['bus 19', '.1941.txt', 0.12162162162162163]
['bus 52', '.1988.txt', 0.12682926829268293]
['bus 53', '.1924.txt', 0.13513513513513514]
['bus 23', '.1974.txt', 0.1488095238095238]
['bus 48', '.1924.txt', 0.07692307692307693]
['bus 47', '.1946.txt', 0.13719512195121952]
['bus 54', '.2003.txt', 0.013824884792626729]
['bus 3b', '.1086.txt', 0.2542372881355932]
['tram 3', '.417.txt', 0.2605042016806723]
['bus 18', '.1086.txt', 0.11956521739130435]
