['tram 13', '.135.txt', 0.2059800664451827]
['bus 43', '.1968.txt', 0.20113314447592068]
['bus 30', '.1986.txt', 0.18012422360248448]
['bus 42', '.1956.txt', 0.19710144927536233]
['bus 46', '.1978.txt', 0.20765027322404372]
['bus 30b', '.1966.txt', 0.10354609929078014]
['bus 28', '.1979.txt', 0.1810344827586207]
['bus 41', '.1085.txt', 0.19661016949152543]
['tram 8', '.*2217.txt', 0.266025641025641]
['tram 7', '.412.txt', 0.1483375959079284]
['bus 20', '.2005.txt', 0.16907216494845362]
['bus 43c', '.1968.txt', 0.17257683215130024]
['tram 11', '.282.txt', 0.19741100323624594]
['tram 6', '.444.txt', 0.31343283582089554]
['bus 5', '.296.txt', 0.12962962962962962]
['tram 9', '.809.txt', 0.2099125364431487]
['bus 27', '.1075.txt', 0.17522658610271905]
['bus 29', '.1919.txt', 0.14444444444444443]
['bus 44', '.1058.txt', 0.14814814814814814]
['bus 48-SD', '.1992.txt', 0.16666666666666666]
['bus 49', '.1992.txt', 0.24193548387096775]
['tram 1', '.2211.txt', 0.20957095709570958]
['bus 36', '.1938.txt', 0.16422287390029325]
['bus 50', '.1992.txt', 0.14349775784753363]
['bus 19', '.1960.txt', 0.20270270270270271]
['bus 52', '.1973.txt', 0.3073170731707317]
['bus 53', '.1992.txt', 0.1891891891891892]
['bus 23', '.1923.txt', 0.19642857142857142]
['bus 48', '.1992.txt', 0.21153846153846154]
['bus 47', '.1994.txt', 0.1676829268292683]
['bus 54', '.2020.txt', 0.07834101382488479]
['bus 3b', '.1086.txt', 0.3728813559322034]
['tram 3', '.414.txt', 0.4117647058823529]
['bus 18', '.m143.txt', 0.22826086956521738]
