47.1641503,27.5727974
47.1641578,27.5728599
47.1641413,27.5728548
47.164163,27.5728543
47.164179,27.5728769
47.1641788,27.5728749
47.1641808,27.5728698
47.1641806,27.5728674
47.1641803,27.572867
47.1641804,27.5728658
47.164179,27.5728633
47.1641784,27.5728618
47.1641781,27.5728614
47.1641795,27.5728521
47.164173,27.5728239
47.1641716,27.5728217
47.1641699,27.5728242
47.1641705,27.5728235
47.1641711,27.5728229
47.1641711,27.5728226
47.1641713,27.5728217
47.1641718,27.5728209
47.1641718,27.5728201
47.1641723,27.5728198
47.1641723,27.5728197
47.1641727,27.5728195
47.164151,27.572765
47.1641538,27.572764
47.1641539,27.5727628
47.1641539,27.5727629
47.1641535,27.5727628
47.1641711,27.5728019
47.1641629,27.5727953
47.1641636,27.5727947
47.1641638,27.5727948
47.1641642,27.5727949
47.1641643,27.5727947
47.1641642,27.5727939
47.1641641,27.5727934
47.1641649,27.5727927
47.1641653,27.5727919
47.1641653,27.5727917
47.1641779,27.572807
47.1642035,27.572792
47.164202,27.5727914
47.1642008,27.5727907
47.1641709,27.5727999
47.1641681,27.572772
47.164161,27.5727728
47.1641535,27.5728191
47.1641618,27.5727818
47.1641494,27.5727935
47.1641739,27.5727978
47.1641576,27.572809
47.1641371,27.5728012
47.164137,27.5728011
47.164114,27.5727731
47.1640993,27.5727617
47.1641112,27.5727658
47.1641116,27.5727664
47.1641101,27.5727642
47.1641106,27.5727643
47.1641159,27.5727714
47.164116,27.5727717
47.1641163,27.5727726
47.1641167,27.5727733
47.1641455,27.5729005
47.1641344,27.5728657
47.1641345,27.5728654
47.1641449,27.5728592
47.16417,27.5728285
47.1641706,27.5728292
47.1641697,27.5728284
47.1641682,27.5728271
47.164168,27.5728269
47.1641632,27.5728196
47.1641621,27.5728193
47.1641612,27.5728191
47.1641603,27.572818
47.1641601,27.5728187
47.1641601,27.5728195
47.1641603,27.5728203
47.1641605,27.5728206
47.1641612,27.5728213
47.1641615,27.5728229
47.1641614,27.5728231
47.1641613,27.5728235
47.1641614,27.5728236
47.1641613,27.5728241
47.1641612,27.5728249
47.1641612,27.572825
47.1641612,27.5728253
47.1641612,27.5728261
47.1641689,27.5728507
47.1641597,27.5728648
47.1641654,27.5728624
47.1641664,27.5728625
47.1641994,27.5728525
47.1641996,27.5728521
47.1641997,27.572852
47.1642001,27.5728521
47.1641999,27.5728513
47.1641046,27.572789
47.1640936,27.5727906
47.1640933,27.57279
47.1640938,27.5727909
47.164164,27.5728832
47.164102,27.5727057
47.1641049,27.5727789
47.1641842,27.572832
47.1641767,27.5727741
47.164201,27.5727477
47.1641963,27.5727483
47.1641929,27.5727821
47.1641881,27.5727874
47.1641874,27.5727882
47.1641863,27.5727894
47.1641849,27.572789
47.1641844,27.5727895
47.1641834,27.5727903
