47.16432,27.59083
47.16433,27.59085
47.16434,27.59095
47.16437,27.59123
47.16435,27.59143
47.16425,27.59175
47.16477,27.59213
47.16495,27.59225
47.16569,27.59287
47.16585,27.59294
47.16615,27.59302
47.16621,27.59305
47.16634,27.59316
47.16642,27.59327
47.16649,27.59337
47.16658,27.59352
47.16693,27.59441
47.16697,27.59453
47.167,27.59464
47.16702,27.59482
47.16701,27.59504
47.16695,27.59529
47.16666,27.59576
47.16651,27.59607
47.16629,27.59694
47.16625,27.59728
47.16626,27.59734
47.16634,27.598
47.16622,27.59845
47.16615,27.59868
47.166585,27.599125
47.16702,27.59957
47.16739,27.5999
47.16749,27.59996
47.168020,27.599905
47.16855,27.59985
47.16903,27.59986
47.16972,27.59993
47.17012,27.59986
47.1702,27.59984
47.17051,27.59978
47.171110,27.599595
47.17171,27.59941
47.17178,27.59939
47.17255,27.59911
47.17306,27.59893
47.173905,27.598635
47.17475,27.59834
47.17507,27.59824
47.17541,27.59819
47.17595,27.59816
47.176590,27.598130
47.17723,27.5981
47.17782,27.59808
47.17849,27.59804
47.17892,27.59802
47.179520,27.597995
47.18012,27.59797
